id,title,publisher,date,retrieved,reliability,url,doi,no_url,key_figure,caveat,method,note,used_in
nigeria-jamb-subjects,Entrance examination subject requirements for computer science,Secondary compilations of examination board requirements,2026,,4,,,,"Computer science requires English, Mathematics and Physics, plus one of biology, chemistry, agricultural science, economics or geography. University admission generally requires five school-leaving credit passes including English and Mathematics.",Reached through secondary compilations rather than the examination board's own brochure. The structural fact that Mathematics and Physics are required is not in doubt; the accepted fourth subjects should be checked against the current brochure.,,,ch14
nigeria-3mtt-programme,Federal technical training programme,"Government ministry, with secondary analysis",2026,,4,,,,"Launched in late 2023 with a stated target of three million trainees. The first phase enrolled 30,000 fellows across every state from roughly 1.8 million applicants in the first month. Later phases are larger, and a placement initiative was added in 2025 with international partners.","Scale and cohort structure are documented by the government portal. The placement rate of roughly two thirds that circulates comes from a secondary analysis, not an independent evaluation, and should not be read as a measured outcome.",,,ch15
oews-2025,"Occupational Employment and Wage Statistics, May 2025",U.S. Bureau of Labor Statistics,2025-05,2026-08-08,1,https://www.onetonline.org/link/localwages/15-1252.00,,,"United States employment, May 2025. Software developers 1,687,890. Computer user support specialists 717,190. Computer and information systems managers 670,570. Computer systems analysts 519,530. Computer occupations not elsewhere classified 435,370. Network and computer systems administrators 314,340. Data scientists 262,440. Information security analysts 190,650. Software quality assurance analysts and testers 186,740. Computer network architects 179,740. Computer network support specialists 146,190. Web and digital interface designers 113,330. Computer programmers 92,230. Web developers 70,190. Database administrators 69,990. Database architects 67,140. Computer and information research scientists 37,200. Annual wages by percentile, all seventeen computing occupations, as 10th / 25th / median / 75th / 90th. Software developers (15-1252) $82,460 / $105,210 / $135,980 / $171,980 / $214,670. Computer and information systems managers (11-3021) $107,550 / $138,060 / $175,140 / $220,730 / $297,510. Computer and information research scientists (15-1221) $82,200 / $103,570 / $140,300 / $188,700 / $230,630. Database architects (15-1243) $86,240 / $109,370 / $139,500 / $169,290 / $204,000. Computer network architects (15-1241) $79,900 / $104,620 / $134,050 / $168,200 / $202,680. Information security analysts (15-1212) $75,090 / $97,810 / $129,180 / $163,500 / $199,850. Data scientists (15-2051) $67,240 / $85,660 / $120,230 / $158,880 / $199,130. Computer occupations, all other (15-1299) $55,940 / $79,370 / $116,580 / $157,500 / $188,470. Computer systems analysts (15-1211) $67,340 / $82,860 / $105,850 / $134,110 / $167,710. Database administrators (15-1242) $60,230 / $79,610 / $104,620 / $135,460 / $163,320. Software quality assurance analysts and testers (15-1253) $61,440 / $80,310 / $104,300 / $133,180 / $167,010. Web and digital interface designers (15-1255) $53,750 / $73,290 / $104,000 / $158,820 / $201,550. Computer programmers (15-1251) $57,710 / $75,850 / $100,390 / $130,680 / $160,460. Network and computer systems administrators (15-1244) $62,640 / $78,010 / $99,130 / $126,640 / $155,050. Web developers (15-1254) $48,100 / $64,230 / $92,650 / $126,230 / $162,290. Computer network support specialists (15-1231) $47,120 / $58,240 / $76,220 / $98,750 / $127,780. Computer user support specialists (15-1232) $40,980 / $49,000 / $61,860 / $79,040 / $100,540.","VERIFIED against the publisher's bulk release on 2026-08-09. Every employment count and every percentile in this record was read from national_M2025_dl.xlsx; nothing here is second-hand. Note also that BLS applied NO top-coding in this release: the 90th percentile is a literal value in all 1,000-plus rows, none carries the ""#"" flag, and the highest in the whole file is $742,310. So the $297,510 for computing managers is a real figure and not a censored one, which an earlier draft flagged as unsettled. On the figures themselves: straight-time gross pay only, so equity, signing and retention bonuses, overtime and benefits are all excluded, which understates total pay most at the large technology employers paying the most equity. The self-employed and independent contractors are excluded entirely, which matters most for web development and consulting. Annual figures assume full-time year-round work at 2,080 hours. A SOC code holds everyone the survey classifies into it at every seniority and every specialism: 15-1252 folds backend, frontend, mobile, embedded, machine learning and platform engineers into one estimate. United States only.","Mandatory establishment survey of employer payroll records, constructed from six semi-annual panels with older observations adjusted to the May 2025 reference period. Read from the publisher's own bulk release, national_M2025_dl.xlsx inside oesm25nat.zip, on 2026-08-09. An earlier version of this record took the percentiles from the US Department of Labor's O*NET republication because bls.gov refuses automated requests; every figure in that reading matched the bulk file exactly.",,ch13
bls-employment-projections-2024-2034,"Table 1.2, Occupational projections, 2024–2034, and worker characteristics, 2024",U.S. Bureau of Labor Statistics,2026,2026-08-22,1,,,"bls.gov returns 403 to automated requests, so this workbook cannot be fetched programmatically and no stable link is offered in place of one that cannot be checked the way the book asks readers to check. It is Table 1.2 of the 2024-34 Employment Projections, published at bls.gov/emp under Occupational projections, and it downloads as occupation.xlsx. Retrieved by hand on 2026-08-22.","Software developers, SOC 15-1252: employment 1,693,800 in 2024 rising to 1,961,400 in 2034, a change of 267,700 and 15.8 percent, with 115,200 occupational openings a year and a median annual wage of $133,080. Software quality assurance analysts and testers, SOC 15-1253: employment 201,700 rising to 221,900, a change of 20,200 and 10.0 percent, with 14,000 openings a year and a median annual wage of $102,610.","THE TWO ROWS SUM TO THE HEADLINE, WHICH IS HOW THE BUNDLE CAN BE TAKEN APART. Their 2024 employment adds to 1,895,500 and their annual openings to 129,200, which is exactly the figure the Occupational Outlook Handbook publishes for ""Software Developers, Quality Assurance Analysts, and Testers"" as one occupation, at 15 percent growth. So the published bundle is these two occupations and nothing else. THIS RECORD REPLACED A WRONG ONE ON 2026-08-22, and the error is worth keeping in view. The previous version cited O*NET OnLine, which reports projected growth as a BAND rather than a number, and its page for this occupation reads ""Much faster than average (7% or higher)"". That band floor was recorded as though it were the occupation's growth rate, so the book printed 7 percent for software developers against 15 percent for the bundle, and concluded the headline overstated developers. The truth is the reverse: developers grow at 15.8 percent, faster than the bundle, and it is quality assurance and testing at 10.0 percent that the headline flatters. The record was also graded 1 and attributed to the Bureau while citing a republication, which is two further faults in one entry. A projection is not a measurement. Projected openings combine growth with replacement of people who leave the occupation, so most of the annual figure is churn rather than new jobs. The 1,693,800 base-year count is from a different BLS programme than the 1,687,890 OEWS estimate and the two must not be presented as rival versions of one number.","The Employment Projections programme's detailed occupation table, read from the published workbook rather than from any republication of it. Separate from the OEWS survey: base-year employment is modelled from several inputs rather than taken from the OEWS estimate, which is why the two disagree.",,ch09; ch13; ch34; ch38
nyfed-college-labor-market,The Labor Market for Recent College Graduates,Federal Reserve Bank of New York,2026-02,2026-08-08,1,https://www.newyorkfed.org/research/college-labor-market,,,"On 2024 census data, the most recent available, recent computer science graduates had 7.0% unemployment and computer engineering graduates 7.8%, against 5.6% for recent graduates of all subjects. Underemployment, which counts graduates in work that does not need a degree, stood at about 42% across all subjects and about 16% for computer science, among the lowest of any subject. Early-career median wages were $87,000 for computer science and $90,000 for computer engineering. An earlier vintage of the same dashboard, built on 2023 data and widely shared during 2025, put computer science at 6.1% and computer engineering at 7.5%.","LOCATED, NOT VERIFIED AT THE PUBLISHER. newyorkfed.org returned 403 to automated requests on 2026-08-08, so these figures were read from secondary reporting of the release rather than from the dashboard. The publisher and the instrument are grade 1; this reading of them is one step removed and the next edition should re-read it directly. Survey estimates for a single subject carry wide confidence intervals, and the Economic Innovation Group has shown that the interval for computer engineering runs roughly 4% to 11%. A one-point difference between subjects is noise. United States only, and graduates only.","Standing dashboard built on the US Census Bureau's American Community Survey, covering graduates aged 22 to 27 holding a bachelor's degree or higher, broken out across 73 subjects of study.",,ch04; ch13
bls-figures-mangled-2026,A well-ranked site publishing an impossible reading of the OEWS wage data,salarytruth.org,2026,2026-08-08,4,,,"The page was read on 2026-08-08 and has since been removed; the address now returns 404, checked 2026-08-20. The record is kept because the point of citing it is that a well-ranked page carried impossible figures, and that a page can vanish is part of why Chapter 5 grades this tier last.","The page attributes to BLS OEWS May 2025 a software developer median of $132,684 and employment of 1,225,060, against the published $135,980 and 1,687,890. It also prints a 10th-to-90th percentile range of $138,420 to $289,150, placing its own stated 10th percentile of $138,420 above its own stated median of $132,684, which is arithmetically impossible.","One page on one date. It is cited as a worked example of what a reader meets when the primary source is hard to retrieve, not as evidence about the wider quality of secondary salary sites. Pass 12 documents four more of the same shape, including a widely-read page attributing May 2023 figures to May 2024.","Encountered as the leading search result while trying to reach the BLS figures during compilation of this edition, 2026-08-08. Recorded as a documented error, never used as data.",,ch13
bls-automated-access-blocked-2026,"bls.gov access refused to automated requests, and static occupation profiles discontinued",U.S. Bureau of Labor Statistics,2026-08-08,2026-08-08,1,,,The record is an observation about a publisher's access behaviour rather than a document. Reproduce by requesting bls.gov/news.release/ocwage.t01.htm without a browser.,"Every automated request to bls.gov returned HTTP 403: the OEWS news release table, the bulk download directory and the public data API. BLS discontinued its static per-occupation profile pages after the May 2023 release, so from May 2024 onward the percentile spreads and the state and metropolitan tables are published only through a JavaScript tool and in bulk spreadsheets.","This records what happened from one machine on one date. A person using a browser can reach all of it, and the data itself is free. The finding is about how the most important labour statistics in the world are now shaped for retrieval, not about whether they are public.","Direct observation while compiling this edition, 2026-08-08.",,ch13
h1b-quant-researcher-2026,"H-1B / LCA disclosure filings, quantitative researcher roles",US Department of Labor (via H-1B disclosure indexes),2026,,3,,,"Filed disclosure data, read through a third-party viewer. The underlying quarterly files are bulk downloads, not per-employer pages.","National average base $190,310; New York ~$197,753; Miami ~$242,353. Five Rings and Jane Street file a flat $300,000 base","BASE salary only. Quantitative finance pay is mostly bonus, so these filings understate total pay badly, and the flat $300,000 figures from two firms are filing conventions rather than what anyone is paid. Sponsored roles at firms large enough to run an immigration programme.","Employer-attested base wage filings, public disclosure","BASE salary only. Quant total compensation is mostly bonus, so these filings understate total pay badly while being the most honest numbers available. This is Ch 5's base-vs-total-comp trap in its purest form - use the profile to teach it.",ch05; ch25; ch26
quant-total-comp-industry-2026,Quant total compensation bands at top firms,Recruiter and industry compilations,2026,,4,,,,Mid-level $300k-$600k total comp; senior $1M+ at top proprietary trading firms,"Recruiter-sourced and survivorship-biased. These are the numbers that attract applicants, drawn from the best-paid firms in the best years. Present them as a ceiling, never as an expectation.",,,ch26
payscale-quant-dev-uk-2026,"Quantitative developer salary, United Kingdom",Payscale,2026,,4,,,,"Entry quant developer ~£50,000 base","Aggregator, thin sample for a small specialist market.",,,ch26
gigson-lagos-remote-2026,Lagos developer international contract rates,Gigson,2026,,4,,,,"Lagos senior developers $3,500-$7,500/month on international remote contracts","Platform-sourced, covers developers who already reached international clients. Strong selection bias - it does not describe the average Lagos developer.",,,ch28
arc-vietnam-remote-2026,Vietnam remote developer salary expectations,Arc.dev,2026,,4,,,,"Vietnam senior remote ~$45,848/year expected","Expected rather than realised pay, from a platform with an interest in high numbers.",,,ch28
sans-workforce-2025,SANS Workforce Research Report 2025,SANS Institute,2025,,2,,,Published behind a registration form. Figures reached this book through the institute's own summaries of it.,"Top hiring qualifications ranked: technical capability 19%, certification 14%, work experience 14%","A survey of employers who chose to answer a security training provider's questionnaire, so the sample leans toward organisations already engaged with training. It ranks what employers say they weigh, which is not the same as what their hiring actually does.",,Employers rank demonstrated capability above certification. Important counter to the certification-first advice sold to entrants.,ch23; ch24; ch25
singapore-dev-pay-2026,Singapore developer salary levels,Regional market compilations,2026,,4,,,,"Junior developers ~$49,656/year; senior ~$72,240/year; ~$66/hr on contract",Aggregated market reporting without a published method. Directional.,,,ch12; ch23
poland-dev-rates-2026,Poland developer contract rates,Regional market compilations,2026,,4,,,,Mid-level $45-65/hr; senior $58-85/hr. Durable ~35-40% cost gap vs Western Europe,Market compilation. Also mixes B2B contract rates with employment - see Ch 5 trap 3.,,,ch12; ch28
ukraine-dev-rates-2026,Ukraine developer contract rates,Regional market compilations,2026,,4,,,,"Mid-level $40-60/hr, resilient despite the war","Compilation source, and a market under conditions no dataset captures well.",,,ch12; ch28
kenya-sa-dev-pay-2026,Kenya and South Africa developer pay,Regional market compilations,2026,,4,,,,"Nairobi developers ~$14,700/year locally; Cape Town software engineers ~$55,452/year","Thin sampling. Sub-Saharan Africa beyond Nigeria, Kenya and South Africa is a documented gap.",,,ch12; ch28
bls-swe-outlook-2026,"Occupational Outlook Handbook, software developers",US Bureau of Labor Statistics,2026,2026-08-12,1,https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm,,,"15% projected employment growth 2024-2034; ~129,200 openings per year","A projection, not a measurement. It models a decade ahead from assumptions the publisher states, and Chapter 6 explains why a projection cannot be checked the way a count can. The annual openings figure combines growth with replacing people who leave, so most of it is churn rather than new jobs.",,"Projection, not measurement - but a Tier 1 projection with a published method. Ch 6's distinction applies.",ch09; ch23; ch38
bls-tech-writer-outlook-2026,"Occupational Outlook Handbook, technical writers",US Bureau of Labor Statistics,2026,2026-08-12,1,https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,,,~1% projected growth - effectively flat,"A projection, not a measurement, with the same limits as any ten-year forecast. Flat growth is a modelled expectation and not an observed count.",,,ch24
nngroup-ux-2026,State of UX 2026,Nielsen Norman Group,2026,,2,,,Drawn from several of the group's articles and its own job-market commentary rather than from one report.,Senior and generalist UX roles recovering; entry-level remains scarce and highly competitive,"Published by a consultancy that sells user-experience training and certification, so it has an interest in the health of the field it reports on. The direction is corroborated elsewhere; treat the emphasis as interested.",,,ch24
academy-ux-postings-2025,UX research job postings tracker,Academy UX,2025,,4,,,,"UX research postings dropped below 1,000/month in early 2025",Single-source posting count with no published method.,,,ch24
graduate-earnings-registry,National graduate-earnings datasets matched to tax or social-insurance records,Compiled from national statistical and education agencies,2026-08,,2,,,Compiled by this book from eleven national statistical sources and education ministries. Appendix G lists each one separately with its own route in.,"Where such a dataset exists it covers everyone who finished, with no survey response bias, and reports earnings by course and often by institution. It is the strongest evidence a prospective student can get about a degree, and it beats every other source in Chapter 7.","This edition established existence, publisher and linkage type. It did not read the datasets or reproduce any figure from them, so the registry is graded 2 even though the products themselves are grade 1. Cadence, granularity and coverage should be checked against the publisher before any figure is quoted.","Identification of administrative datasets that link higher-education records to tax or social-insurance records and publish earnings by field of study. Six confirmed: the United Kingdom, the United States, Canada, France, Chile and Colombia. Five more strongly indicated and marked unverified in Appendix G.",,ch07; ch14; ch15
graduate-earnings-absence,Absence of tax-linked graduate-earnings data across most origin markets,Compiled from national statistical and education agencies,2026-08,,2,,,A recorded absence rather than a document. It states that no such dataset was found for seventeen markets.,"No tax-linked graduate-earnings dataset was found for India, Nigeria, Pakistan, Bangladesh, Indonesia, Vietnam, the Philippines, Egypt, Kenya, Ukraine, Turkey, Argentina or South Africa. India's nearest substitutes are institution-self-reported placement medians and an enrolment census, both materially weaker.","Absence of a finding is not proof of absence. These searches ran in English against national portals, and a dataset published only in a national language could have been missed. The claim made in the book is that none was found, which is a statement about this edition.",,,ch07
consumer-regulator-registry,Consumer-protection regulators with jurisdiction over training providers,Compiled from national consumer-protection agencies and published decisions,2026-08,,2,,,Compiled by this book from national consumer-protection authorities. Appendix G lists each one separately.,"A named regulator exists in all seventeen. Documented action against an education or training provider was found in seven: India, Poland, Brazil, Mexico, South Africa, Pakistan and Turkey.","Filing channels and monetary thresholds change, and several of these bodies publish little enforcement detail in English. Where a specific order is named it should be read as of its date; at least two of the Indian orders are under challenge before the national commission and are therefore not final.","For each of seventeen origin markets: the responsible body, the statute it acts under, the channel a consumer files through, and whether any action against an education or training provider could be named.",,ch07; ch16
india-ccpa-coaching-enforcement,Enforcement against coaching institutes for misleading advertising,"Central Consumer Protection Authority, India",2026-05,2026-08-10,1,,,"An aggregate of more than sixty notices and thirty-one penalty orders. The total comes from the ministry, not from one order.","More than 60 notices issued to coaching institutes and penalties exceeding ₹1.39 crore imposed on 31 institutes, for advertising claims about examination selection and placement.","The guidelines prohibit ""100% selection"" and ""100% job guaranteed"" claims and require disclosure of whether a named successful candidate paid for the course. Some individual orders are under challenge before the national commission and are not final. The aggregate enforcement figure comes from the ministry rather than from a case-by-case reading.","Regulatory action by a statutory body under the Consumer Protection Act 2019, following guidelines on misleading advertisement in the coaching sector issued in November 2024.",,ch07; ch16; ch39
india-employment-bonds,Enforceability of employment bonds and training agreements in India,Supreme Court of India,2025-05-14,2026-08-10,1,https://api.sci.gov.in/supremecourt/2014/40179/40179_2014_9_1503_61700_Judgement_14-May-2025.pdf,,,"A clause requiring a minimum period of service, or payment of a stated sum on early exit, was upheld as a reasonable pre-estimate of damages rather than a restraint of trade. Post-employment non-competition restraints remain void.","The judgment turns on the bonded sum being a genuine pre-estimate of the employer's training cost rather than a penalty. It does not make every bond enforceable, and the book should not be read as saying it does. It is also one country's law.","Judgment of the highest court, interpreting the statutory bar on restraint of trade alongside the provision governing liquidated damages.",,ch16
india-rule5-median-pay-duty,The duty on Indian listed companies to publish median employee pay,Companies Act 2013 and the remuneration rules made under it,2014,2026-08-10,1,,,A statute read with the rules made under it. This edition verified the duty by reading the resulting disclosure in two annual reports.,"Every listed company must disclose, in the Board's Report, the median remuneration of its employees, the percentage increase in that median, and the number of permanent employees on the rolls.","A whole-company median across every function, not a role figure. It covers the listed entity and its overseas branches but not subsidiaries. The rule requires the percentage change, so a company may lawfully publish that and withhold the absolute level, and one of the three checked does exactly that.","Section 197(12) of the Companies Act 2013, read with rule 5(1) of the Companies (Appointment and Remuneration of Managerial Personnel) Rules 2014. Verified by reading the resulting disclosure in two audited annual reports rather than only the statute.",,ch13
uk-ceo-pay-ratio-regulations,"UK pay ratio reporting, at three points of the distribution",The Companies (Miscellaneous Reporting) Regulations 2018,2018,2026-08-12,1,https://www.legislation.gov.uk/uksi/2018/860/regulation/17/made,,,"Quoted companies with more than 250 UK employees must publish, in the directors' remuneration report, the pay and benefits of the employees at the 25th, 50th and 75th percentiles, against the chief executive's total.","The most useful of these regimes, because it gives three points rather than one and counts UK employees only. It is still a whole-company distribution and says nothing about any particular job.",,,ch13
us-sec-pay-ratio-rule,US pay ratio disclosure,"Securities and Exchange Commission, Regulation S-K item 402(u)",2015,2026-08-12,1,https://www.sec.gov/newsroom/press-releases/2015-160,,,"Public reporting companies must disclose the median of the annual total compensation of all employees other than the chief executive, the chief executive's total, and the ratio between them. The requirement comes from the Dodd-Frank Act.","The median is taken across the whole global workforce, so for a multinational it describes wherever most of the staff are rather than head office. Several classes of company are exempt. A company may re-identify its median employee only once in three years, so the figure can be older than the filing.",,,ch13
eu-pay-transparency-directive,EU pay transparency directive,Directive (EU) 2023/970,2023-05,2026-08-12,1,https://eur-lex.europa.eu/eli/dir/2023/970/oj/eng,,,"Member states were required to bring the directive into national law by 7 June 2026. Employer reporting of pay gaps by sex, broken down by category of worker, phases in from June 2027 for employers above 100 workers.","Not a usable source yet. Reporting had barely begun at the transposition deadline. It also produces gap ratios by category rather than a median pay level, so it will answer a different question from the Indian, UK and US rules.",,,ch13
au-wgea-employer-pay-gaps,"Employer-level pay gaps and pay quartiles, Australia",Workplace Gender Equality Agency,2025-03,2026-08-12,1,https://www.wgea.gov.au/what-we-do/publishing-employer-gender-pay-gaps,,,"For each employer: median and average gender pay gaps on both base salary and total remuneration, gender composition by pay quartile, and average remuneration by pay quartile. Around 8,500 employers and 1,600 corporate groups are covered.","The published measure is a gap between men and women rather than a pay level, but the quartile averages come close to a distribution. It says nothing about a particular job. It is still the most detailed employer-level pay disclosure found in any market, ahead of both the United States and the United Kingdom.",Employers with 100 or more staff report annually under the Workplace Gender Equality Act 2012. The agency publishes each named employer's results in a public data explorer.,,ch13
br-salary-transparency-law,"Salary transparency reports by employer, Brazil","Ministry of Labour and Employment, under the 2023 salary equality law",2026-03-25,2026-08-13,1,,,"There is no single document, because there is one report per employer. Reports are looked up at relatoriodetransparenciasalarial.trabalho.gov.br, which takes that employer's public tax number and returns a one-page PDF. No login is needed and the number is the company's, not the reader's. The three read for this edition are named in the method above and can be pulled again the same way. Employers must also publish their own report on their own channels, which is a second route to one.","Women's pay as a percentage of men's, for a named employer, company-wide and within five broad occupational bands. Software work falls in the band called higher-education-level professionals. CI&T: 4,277 workers, 27.8% women, median contractual salary 82.5% and that band 80.2%. TOTVS: 4,144 workers, 37.5% women, median 73.6%, band 76.2%. Nu Pagamentos: 2,342 workers, 43.6% women, median 80.5%, band 83.9%. Each report also gives the workforce split by race.","READ IT FOR WHAT IT IS. There is no amount of money anywhere in one of these reports. An earlier draft of this book called this the only regime anywhere publishing pay by occupation for a named employer; that was written before a report had been opened and it is wrong. A reader cannot learn what a developer is paid at a named Brazilian employer from this or from anything else found. A band containing fewer than three women or three men is left blank, so a smaller employer's report is largely empty, and the bands are broad enough that a developer and a lawyer sit in the same one. What it does establish for any employer over a hundred staff is headcount, the split by sex and race, and whether the gap widens with seniority.","Built by the ministry from eSocial and monthly RAIS payroll records, which employers are legally obliged to file, not from a survey. Private employers with 100 or more staff are covered and reports are issued twice a year. Any report is public and retrieved by the employer's tax number. Three were read for this edition, on 2026-08-13: CI&T Software 00.609.634/0001-46, TOTVS 53.113.791/0001-22 and Nu Pagamentos 18.236.120/0001-58, all first-half 2026 reports covering pay for calendar 2025 with headcount at 31 December 2025.",,ch13
jp-gender-wage-gap-disclosure,"Mandatory gender wage gap disclosure, Japan","Ministry of Health, Labour and Welfare, employer database",2026-08-03,2026-08-12,1,https://positive-ryouritsu.mhlw.go.jp/positivedb/,,,"Employers with more than 300 staff must publish their gender wage gap each year, separately for permanent and non-permanent employees. The threshold falls to more than 100 staff from April 2026. Across the 1,446 computing employers that disclose, women's median pay is 79.0% of men's, against 72.7% across all 24,073 disclosing employers. The middle half of computing employers runs from 72.9% to 84.0%.","Unadjusted gaps. They compare all men against all women at each employer without controlling for role, grade or hours, so a company with women concentrated in junior grades shows a large gap while paying the same rate for the same job. This export is the 300-and-above regime. The threshold fell to 100 in April 2026. Those employers file for the first time from 2027, so they are not in these numbers. Smaller employers appear voluntarily and are not a random sample. The industry class is the employer's own and groups broadcasting and telecoms with software.","The full database export, 64,620 employers, analysed directly. Figures are published as women's pay as a percentage of men's, so a higher number means a smaller gap.",,ch13; ch39
qilt-gos-2024,"Graduate Outcomes Survey, national report","Australian government education department, through a national survey centre",2025-09,2026-08-14,2,https://www.qilt.edu.au/surveys/graduate-outcomes-survey-(gos),,,"Median annual salary for undergraduates in computing and information systems, in full-time work: A$75,300, against A$75,000 across all study areas. Table 7 of the 2024 report.","A STUDY AREA IS NOT AN OCCUPATION, and four to six months is not a career. This measures what computing graduates in full-time work reported earning shortly after finishing, which is a starting salary for the people who found full-time work and answered a survey. Graduates in part-time work and graduates without work are excluded, so the figure describes the employed end of the cohort. Self-reported, and a survey rather than a tax record, which is why it sits at grade 2 beside the tax-linked systems in Appendix G.","National survey of graduates about four to six months after completing a course. 335,153 invitations, 117,794 valid responses, a 38.5% response rate, across 130 institutions. Salary is self-reported and covers domestic graduates in full-time work only.",,ch07; ch39
spain-pay-register-2020,"Equal pay register regulation, Royal Decree 902/2020","Boletin Oficial del Estado, Spain",2020-10-13,2026-08-14,1,https://www.boe.es/buscar/act.php?id=BOE-A-2020-12215,,,"The register is internal and is not published. Article 5.3 gives workers' legal representatives a right to its full content. Where there is no legal representation, the individual worker is given only the percentage difference between the averaged pay of men and women, and not the amounts.","Recorded because of what it proves rather than what it supplies. Spain compels every employer in the country to compute exactly the table this book keeps saying does not exist: pay by job category, for a named employer. It then keeps it out of the reader's hands. So where this book says pay per occupation per named employer is not published anywhere, the Spanish case shows that at least one country's gap is a decision about disclosure and not a failure of measurement.","Regulation requiring every employer, of any size, to keep an annual pay register showing mean and median base pay, salary complements and extra-salarial payments, split by sex and distributed across professional groups, categories, levels and posts.",,ch13
ph-occupational-wages-2024,"Occupational Wages Survey, 2024",Philippine Statistics Authority,2025-11-25,2026-08-07,1,https://psa.gov.ph/statistics/occupational-wages-survey,,,"Average monthly wage rates, Philippines, 2024. Applications programmers in the insurance, reinsurance and pension funding industry P96,360. Web and multimedia developers in motion picture, video, television, sound recording and music publishing P79,064. Applications programmers in information service activities P73,804. Software developers in publishing activities P66,180. All time-rated full-time workers in the whole information and communication industry P43,676, the highest-paid industry group in 2024. All time-rated full-time workers nationally, every industry and occupation, P21,544, being basic P20,309 plus allowance P1,235. The 2022 round put applications programmers at P58,643.","EVERY COMPUTING FIGURE IS ONE OCCUPATION INSIDE ONE INDUSTRY, not a national average for the role. Programmers in insurance are not programmers in the Philippines, and the survey publishes no economy-wide occupational average for them. Establishment survey of firms with ten or more staff, so the informal sector and all freelancers are excluded, and these are not individual tax records. No breakdown by seniority or experience.","Establishment survey of firms with ten or more workers, reporting average monthly wage rates for time-rated full-time employees, by occupation within industry.",,ch42
pk-ict-export-receipts,Information and communication technology export receipts,"Ministry of Finance Pakistan, Economic Survey, and State Bank of Pakistan",2025,2026-08-07,1,,,"Published as a chapter of the annual Economic Survey PDF on the finance ministry's site, reissued each year at a new address.","ICT service exports rose US$541 million, or 23.7%, to US$2.825 billion in July to March of the 2025 financial year, the highest trade surplus among all services at US$2.429 billion and 45.31% of total services exports. Freelancer remittances were US$400 million over the same nine months. Full-year IT and ITeS exports for 2024-25 were US$3.8 billion, up from US$3.2 billion. The government-funded DigiSkills programme reports over 4.55 million trainings and US$1.65 billion earned by its freelancers to December 2024.","Aggregate foreign-currency inflows, not pay. They cannot be divided by any headcount to infer earnings, because no publisher states how many people the receipts belong to. The nine-month figure is not a full year. The DigiSkills total is a cumulative self-reported programme metric and no causal link to the training is established.","Balance-of-payments receipts recorded by the central bank, reported in the government's annual Economic Survey.",,ch42
pk-freelancer-fx-regime,"Freelancer foreign-currency accounts, retention and reporting",State Bank of Pakistan,2026,2026-08-07,1,,,Issued as numbered circulars on the central bank's site. Individual circular pages move; the manual is the standing document.,"The Freelancer Digital Account framework lets a freelancer open an Exporters' Special Foreign Currency Account remotely. Retention was raised to 50% of export proceeds or US$5,000 a month, with the remainder converted to rupees; no foreign-currency cash withdrawal is allowed inside Pakistan. Proceeds may be processed on self-declaration where no contract exists. The Form R inward-remittance report was scrapped for IT exports with the reporting threshold raised to US$25,000. Registration with the software export board unlocks a 0.25% final tax rate on IT export receipts against 1% unregistered, extended to 30 June 2029.","Policy thresholds, not earnings. Foreign-exchange rules in Pakistan have changed repeatedly since 2023 and several of these are recent. Read the current circular before acting; the structure is durable and the numbers are not.",The central bank's own numbered circulars and Foreign Exchange Manual.,,ch42
bd-ict-exports-and-incentive,"ICT service export receipts, retention quota and the freelancer cash incentive",Bangladesh Bank and the ICT Division,2026-07-22,2026-08-07,1,,,Central bank circulars are issued as dated PDFs; the marketplace list was submitted by the ICT Division and endorsed by circular rather than published as a standing page.,"Bangladesh's ICT service exports were US$702,934,714 in 2024, up from US$638.213 million in 2023 and below the 2022 peak of US$721.191 million. Under a July 2026 circular, ICT freelancers and service exporters may retain up to 50% of export earnings in foreign currency, against 30% for other services. Platform statements, emails, invoices and contracts count as proof of income; earnings up to US$20,000 may be brought in without formal declaration and up to US$10,000 per transaction through an online payment gateway. A 4% cash incentive is paid on verified foreign earnings up to US$5,000 for freelancers listed on the 55 marketplaces submitted by the ICT Division on 17 January 2022; a separate 10% applies to registered IT and ITES firms.","Aggregate flows and policy thresholds, not pay, and not divisible by any headcount. The export board's shipment figures differ materially from the central bank's receipts and the receipts are the more reliable of the two. The marketplace list is a fixed whitelist: a platform not on it does not qualify for the incentive.","Balance-of-payments receipts recorded by the central bank, plus its foreign-exchange policy circulars.",,ch42
